"STONX Voyager Bluetooth Wireless Headset with Mic - Black ( Handsfree Calling & Music)"
"Rs. 745"
"NBOX OUT DOLBY EFFECT BASS SOUND IPX5 WITH MASSIVE 30 HOURS MUSIC PLAYBACK WITH BOOSTED SOUND BLUETOOTH HEADPHONE,BLUETOOTH EARPHONE,BLUETOOTH NECKBAND FOR NBOX"
"Rs. 799"
"boAt Rockerz 450 Pro On Ear Bluetooth Headphones with 70 Hours Playback, 40mm Drivers and Voice Assistant (Black)"
"Rs. 1,699"
"hitage NBT-7586+ ( 40 HOURS MUSIC PLAYTIME) Neckband Wireless With Mic Headphones/Earphones Yellow"
"Rs. 789"
"NBOX MARATHON 20 HOURS MUSIC PLAYBACK IPX4 4D BASS SPORT Bluetooth headphone / Bluetooth earphone Magnetic bluetooth neckband - Grey"
"Rs. 749"
